F:NS2FLO	1719896384	567.536630037	0
F:NS2SUP	1719896384	87.032967033	0
F:NS2RET	1719896384	94.4566544567	0
F:NM2V	1719896384	1.1962890625	0
F:NM2D1	1719896384	9.23156738281	0
F:NM2H	1719896384	1.23291015625	0
F:NM3S	1719896384	1982.49816895	0
F:NM4AN	1719896384	1590.27099609	0
I:BEAM21	1719896384	0.438012689352	0
I:VFOUT	1719896384	3038979.75	0
E:M3TGHM	1719896384	-1.99435043335	0
E:M3TGHS	1719896384	4.47771692276	0
E:M3TGVM	1719896384	0.42936706543	0
E:M3TGVS	1719896384	3.04627037048	0
E:M3TGHI	1719896384	0.0	0
E:M3TGHF	1719896384	0.0	0
E:M3TGVI	1719896384	0.0	0
E:M3TGVF	1719896384	0.0	0
E:M3TG2HM	1719896384	0.453351974487	0
E:M3TG2HS	1719896384	13.9929409027	0
E:M3TG2HI	1719896384	13376.5	0
E:M3TG2HF	1719896384	1.58891069889	0
E:M3TG2VM	1719896384	0.170997619629	0
E:M3TG2VS	1719896384	12.7659235001	0
E:M3TG2VI	1719896384	3310.0	0
E:M3TG2VF	1719896384	1.62104141712	0
E:M2C2HM	1719896384	0.130434036255	0
E:M2C2HS	1719896384	13.7585687637	0
E:M2C2VM	1719896384	-0.394407272339	0
E:M2C2VS	1719896384	13.3038759232	0
E:M2C2HI	1719896384	2116.0	0
E:M2C2HF	1719896384	1.02263188362	0
E:M2C2VI	1719896384	12643.0	0
E:M2C2VF	1719896384	0.684316575527	0
L:CBAR	1719896384	999.259901747	0
S:KTEVTC	1719896384	0.00018625578958	0
F:NM2ION	1719896384	33274325.0	0
F:NM3ION	1719896384	0.0	0
F:NM3RST	1719896384	97.7476806641	0
F:NM3SEM	1719896384	1.58010150514e+12	0
F:NS7DFP	1719896384	-29.1198730469	0
M:OUTTMP	1719896384	64.6094489138	0
F:E906BM	1719896384	0.0	0
S:G2SEM	1719896384	1.60269354253e+12	0
F:NM3RRT	1719896384	98.4233398438	0
G:TURN13	1719896384	2.0	0
G:BNCH13	1719896384	84.0	0
G:NBSYD	1719896384	3.0	0
S:MSEP1U	1719896384	495.734375	0
S:F1SEM	1719896384	0.0	0
F:NM2Q1	1719896384	32.0434570312	0
F:NM2Q2	1719896384	31.8969726562	0
U:TODB25	1719896384	01-Jul-2024 23:59:44	0
G:RD3161	1719896384	0.900000035763	0
G:RD3162	1719896384	0.900000035763	0
I:FTSDF	1719896384	62.328773737	0
F:MT6SC1	1719896384	50.0	0
F:MC7SC1	1719896384	0.0	0
F:MC1D	1719896384	0.06103515625	0
F:MW1W	1719896384	0.30517578125	0
F:NM4LCWFLOW	1719896384	56.2545776367	0
F:NM4LCWP1	1719896384	51.0086091451	0
F:NM4LCWP2	1719896384	270.108099754	0
F:NM4LCWP3	1719896384	66.7236494934	0
F:NM4LCWT1	1719896384	96.1334228516	0
F:NM4LCWT2	1719896384	86.3983154297	0
F:NM4LCWT3	1719896384	-9999	0
G:OUTTMP	1719896384	63.7900009155	0
G:HUMID	1719896384	71.6100006104	0
G:BPRESS	1719896384	1020.0	0
ProcessTime	1719896384	0.0	0
